customer_name,date_spec,use_type,volume,brand_name,uom_code,version_type
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2027,CHWI B PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2027,CHWI B OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2027,OTHER,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2027,CHWI A PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2027,CHWI B PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2027,CHWI B OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2027,OTHER,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2027,CHWI A PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2027,CHWI B PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2027,CHWI B OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2027,OTHER,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2027,CHWI A PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2027,CHWI B PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2027,CHWI B OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2027,OTHER,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2027,CHWI A PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2027,CHWI B PPX,268,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2027,CHWI B OD,12,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2027,OTHER,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2027,CHWI A PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2027,CHWI B PPX,262,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2027,CHWI B OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2027,OTHER,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2027,CHWI A PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2027,CHWI B PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2027,CHWI B OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2027,OTHER,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2027,CHWI A PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2027,CHWI B PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2027,CHWI B OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2027,OTHER,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2027,CHWI A PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2027,CHWI B PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2027,CHWI B OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2027,OTHER,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2027,CHWI A PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2027,CHWI B PPX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2027,CHWI A OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2027,CHWI B OD,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2027,CHWI CX,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2027,TG,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2027,HA,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2027,DFVII,,N7,MG,RE2
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2027,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2022,CHWI A PPX,98,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2022,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2022,HA,13,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2022,CHWI A PPX,72,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2022,CHWI B PPX,-,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2022,CHWI A OD,56,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2022,CHWI B OD,-,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2022,CHWI CX,-,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2022,TG,-,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2022,HA,14,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2022,OTHER,-,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2022,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2022,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2022,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2022,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2022,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2022,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2022,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2022,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2022,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2022,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2022,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2022,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2022,CHWI A PPX,110,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2022,CHWI A OD,131,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2022,HA,18,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2022,CHWI A PPX,72,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2022,CHWI A OD,50,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2022,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2022,OTHER,67,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/09/2022,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/09/2022,CHWI B PPX,3341.8333333333335,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/09/2022,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/09/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/09/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/09/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/09/2022,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/09/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/09/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/10/2022,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/10/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/10/2022,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/10/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/10/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/10/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/10/2022,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/10/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/10/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/11/2022,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/11/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/11/2022,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/11/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/11/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/11/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/11/2022,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/11/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/11/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/12/2022,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/12/2022,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/12/2022,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/12/2022,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/12/2022,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/12/2022,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/12/2022,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/12/2022,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/12/2022,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2023,CHWI A PPX,32,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2023,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2023,CHWI A OD,84,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2023,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2023,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2023,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2023,HA,123,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2023,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/01/2023,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2023,CHWI A PPX,72,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2023,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2023,CHWI A OD,58,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2023,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2023,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2023,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2023,HA,48,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2023,DFVII,20,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/02/2023,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2023,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2023,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2023,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2023,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2023,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2023,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2023,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2023,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/03/2023,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2023,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2023,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2023,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2023,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2023,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2023,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2023,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2023,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/04/2023,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2023,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2023,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2023,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2023,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2023,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2023,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2023,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2023,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/05/2023,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2023,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2023,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2023,CHWI A OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2023,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2023,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2023,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2023,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2023,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/06/2023,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2023,CHWI A PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2023,CHWI B PPX,64,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2023,CHWI A OD,36,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2023,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2023,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2023,TG,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2023,HA,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2023,DFVII,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/07/2023,OTHER,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2023,CHWI A PPX,72,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2023,CHWI B PPX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2023,CHWI A OD,50,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2023,CHWI B OD,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2023,CHWI CX,,N7,MG,RE2
ORGANIZACIÓN CLINICA GENERAL DEL NORTE,01/08/2023,TG,,N7,MG,RE2
